"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","stop_timezone","wheelchair_boarding"
"4030340-10","","永島(1)","","33.184815","130.038575","4030340-10","","0","4030340","",""
"4030339-10","","大谷(1)","","33.181833","130.042147","4030339-10","","0","4030339","",""
"4030338-10","","潮見(1)","","33.177726","130.045974","4030338-10","","0","4030338","",""
"4030337-10","","郷の木(1)","","33.174466","130.048424","4030337-10","","0","4030337","",""
"4030336-20","","上野(2)","","33.168944","130.050795","4030336-20","","0","4030336","",""
"4030335-10","","楢崎(1)","","33.166354","130.057799","4030335-10","","0","4030335","",""
"4030334-10","","北志田(1)","","33.161717","130.06135","4030334-10","","0","4030334","",""
"4030333-10","","西山(1)","","33.156988","130.062997","4030333-10","","0","4030333","",""
"4030332-10","","冬野入口(1)","","33.150758","130.064298","4030332-10","","0","4030332","",""
"4030331-10","","志田原(1)","","33.148153","130.063147","4030331-10","","0","4030331","",""
"4030330-10","","下久間(1)","","33.139926","130.063767","4030330-10","","0","4030330","",""
"4030329-10","","牛間田新道(1)","","33.135884","130.063181","4030329-10","","0","4030329","",""
"4030328-10","","塩田下町(1)","","33.132145","130.061484","4030328-10","","0","4030328","",""
"0000001-01","","宇宙科学館","","33.177826","130.035676","0000001-01","","0","0000001","",""
"4003001-04","","鹿島バスセンター(4)","","33.114082","130.096822","4003001-04","","0","4003001","",""
"4011103-01","","公園入口(1)","","33.109544","130.0955","4011103-01","","0","4011103","",""
"4020191-20","","浜駅前(2)","","33.093947","130.116296","4020191-20","","0","4020191","",""
"4020192-20","","浜大橋(2)","","33.092294","130.118569","4020192-20","","0","4020192","",""
"4020193-20","","浜崎(2)","","33.089745","130.121988","4020193-20","","0","4020193","",""
"4020194-20","","新方(2)","","33.088241","130.127907","4020194-20","","0","4020194","",""
"4020195-20","","西葉(2)","","33.087479","130.133128","4020195-20","","0","4020195","",""
"4020196-20","","琵琶岬橋(2)","","33.084205","130.136515","4020196-20","","0","4020196","",""
"4020197-20","","塩屋橋(2)","","33.079807","130.139856","4020197-20","","0","4020197","",""
"4020198-10","","宮道(1)","","33.078456","130.142908","4020198-10","","0","4020198","",""
"4020199-20","","海洋センター前(2)","","33.075664","130.145215","4020199-20","","0","4020199","",""
"4020200-20","","音成(2)","","33.072122","130.146193","4020200-20","","0","4020200","",""
"4020201-20","","七浦郵便局前(2)","","33.069261","130.14923","4020201-20","","0","4020201","",""
"4020202-20","","七浦小学校入口(2)","","33.067049","130.150746","4020202-20","","0","4020202","",""
"4020203-20","","矢の浦(2)","","33.063612","130.154588","4020203-20","","0","4020203","",""
"4020204-20","","飯田(2)","","33.055757","130.16037","4020204-20","","0","4020204","",""
"4020205-20","","江福(2)","","33.052734","130.165756","4020205-20","","0","4020205","",""
"4020206-20","","道の駅太良前(2)","","33.046852","130.168641","4020206-20","","0","4020206","",""
"4020207-20","","伊福(2)","","33.043189","130.169883","4020207-20","","0","4020207","",""
"4020208-20","","江岡(2)","","33.038418","130.171356","4020208-20","","0","4020208","",""
"4020209-00","","太良高校正門前","","33.034696","130.170138","4020209-00","","0","4020209","",""
"4020210-20","","多良栄町(2)","","33.031826","130.175388","4020210-20","","0","4020210","",""
"4020211-20","","球場前(2)","","33.028373","130.17753","4020211-20","","0","4020211","",""
"4020212-20","","太良病院前(2)","","33.026013","130.178307","4020212-20","","0","4020212","",""
"4020213-20","","太良老人センター(2)","","33.024233","130.178749","4020213-20","","0","4020213","",""
"4020214-20","","太良役場前(2)","","33.019345","130.178673","4020214-20","","0","4020214","",""
"4020215-20","","糸岐本町(2)","","33.015658","130.180775","4020215-20","","0","4020215","",""
"4020216-00","","陣内","","33.01371","130.182151","4020216-00","","0","4020216","",""
"4020217-00","","亀崎","","33.011256","130.185991","4020217-00","","0","4020217","",""
"4020218-00","","破瀬の浦","","32.999428","130.187235","4020218-00","","0","4020218","",""
"4020219-20","","休石(2)","","32.991445","130.19108","4020219-20","","0","4020219","",""
"4020220-20","","里(2)","","32.989031","130.193093","4020220-20","","0","4020220","",""
"4020221-20","","野上(2)","","32.989016","130.204313","4020221-20","","0","4020221","",""
"4020222-20","","広江(2)","","32.981279","130.207416","4020222-20","","0","4020222","",""
"4020223-20","","亀の浦入口(2)","","32.978899","130.208652","4020223-20","","0","4020223","",""
"4020224-20","","大浦駅前(2)","","32.974988","130.206762","4020224-20","","0","4020224","",""
"4020225-01","","風配登山口(1)","","32.972648","130.205172","4020225-01","","0","4020225","",""
"4020226-02","","竹崎入口(2)","","32.968969","130.203712","4020226-02","","0","4020226","",""
"4020227-20","","津の浦(2)","","32.966055","130.201836","4020227-20","","0","4020227","",""
"4020228-20","","牟田(2)","","32.959804","130.205958","4020228-20","","0","4020228","",""
"4020229-00","","県界","","32.958972","130.202581","4020229-00","","0","4020229","",""
"4020228-10","","牟田(1)","","32.960246","130.206048","4020228-10","","0","4020228","",""
"4020227-10","","津の浦(1)","","32.966492","130.20164","4020227-10","","0","4020227","",""
"4020226-01","","竹崎入口(1)","","32.969204","130.203703","4020226-01","","0","4020226","",""
"4020225-02","","風配登山口(2)","","32.972562","130.204999","4020225-02","","0","4020225","",""
"4020224-10","","大浦駅前(1)","","32.97558","130.206947","4020224-10","","0","4020224","",""
"4020223-10","","亀の浦入口(1)","","32.979001","130.208581","4020223-10","","0","4020223","",""
"4020222-10","","広江(1)","","32.98118","130.207343","4020222-10","","0","4020222","",""
"4020221-10","","野上(1)","","32.988788","130.204339","4020221-10","","0","4020221","",""
"4020220-10","","里(1)","","32.988721","130.193617","4020220-10","","0","4020220","",""
"4020219-10","","休石(1)","","32.991007","130.190856","4020219-10","","0","4020219","",""
"4020215-10","","糸岐本町(1)","","33.015607","130.180677","4020215-10","","0","4020215","",""
"4020214-10","","太良役場前(1)","","33.019149","130.17853","4020214-10","","0","4020214","",""
"4020213-10","","太良老人センター(1)","","33.02428","130.178584","4020213-10","","0","4020213","",""
"4020212-10","","太良病院前(1)","","33.025992","130.178209","4020212-10","","0","4020212","",""
"4020211-10","","球場前(1)","","33.0284","130.177375","4020211-10","","0","4020211","",""
"4020210-10","","多良栄町(1)","","33.03182","130.175237","4020210-10","","0","4020210","",""
"4020208-10","","江岡(1)","","33.038425","130.171121","4020208-10","","0","4020208","",""
"4020207-10","","伊福(1)","","33.043024","130.169819","4020207-10","","0","4020207","",""
"4020206-10","","道の駅太良前(1)","","33.048177","130.168797","4020206-10","","0","4020206","",""
"4020205-10","","江福(1)","","33.05261","130.165704","4020205-10","","0","4020205","",""
"4020204-10","","飯田(1)","","33.055738","130.160269","4020204-10","","0","4020204","",""
"4020203-10","","矢の浦(1)","","33.063474","130.154368","4020203-10","","0","4020203","",""
"4020202-10","","七浦小学校入口(1)","","33.067253","130.14981","4020202-10","","0","4020202","",""
"4020201-10","","七浦郵便局前(1)","","33.069785","130.148849","4020201-10","","0","4020201","",""
"4020200-10","","音成(1)","","33.07202","130.14598","4020200-10","","0","4020200","",""
"4020199-10","","海洋センター前(1)","","33.076107","130.144922","4020199-10","","0","4020199","",""
"4020198-20","","宮道(2)","","33.078426","130.142814","4020198-20","","0","4020198","",""
"4020197-10","","塩屋橋(1)","","33.08056","130.138504","4020197-10","","0","4020197","",""
"4020196-10","","琵琶岬橋(1)","","33.084482","130.135717","4020196-10","","0","4020196","",""
"4020195-10","","西葉(1)","","33.087461","130.132781","4020195-10","","0","4020195","",""
"4020194-10","","新方(1)","","33.08798","130.128322","4020194-10","","0","4020194","",""
"4020193-10","","浜崎(1)","","33.089763","130.121493","4020193-10","","0","4020193","",""
"4020192-10","","浜大橋(1)","","33.0919","130.118603","4020192-10","","0","4020192","",""
"4020191-10","","浜駅前(1)","","33.094381","130.11502","4020191-10","","0","4020191","",""
"4011103-02","","公園入口(2)","","33.109589","130.094915","4011103-02","","0","4011103","",""
"4022256-20","","鹿島市役所・エイブル前(2)","","33.104173","130.099261","4022256-20","","0","4022256","",""
"4022257-20","","末光(2)","","33.098649","130.101077","4022257-20","","0","4022257","",""
"4020399-10","","ララベル前(1)","","33.098298","130.101617","4020399-10","","0","4020399","",""
"4033398-20","","ドラモリ・コメリ前(2)","","33.099229","130.105966","4033398-20","","0","4033398","",""
"4033398-10","","ドラモリ・コメリ前(1)","","33.099","130.105382","4033398-10","","0","4033398","",""
"4020399-20","","ララベル前(2)","","33.098221","130.101886","4020399-20","","0","4020399","",""
"4022257-10","","末光(1)","","33.099004","130.100879","4022257-10","","0","4022257","",""
"4022256-10","","鹿島市役所・エイブル前(1)","","33.104584","130.098946","4022256-10","","0","4022256","",""
"3094619-20","","東佐賀(2)","","33.253737","130.313599","3094619-20","","0","3094619","",""
"4050800-00","","モラージュ佐賀","","33.252264","130.319743","4050800-00","","0","4050800","",""
"3094619-10","","東佐賀(1)","","33.25345","130.313428","3094619-10","","0","3094619","",""
"4026298-20","","御船ヶ丘小学校前(2)","","33.187259","130.026853","4026298-20","","0","4026298","",""
"4026301-20","","武雄警察署前(2)","","33.189909","130.009982","4026301-20","","0","4026301","",""
"4026302-20","","若葉台入口(2)","","33.188242","130.004863","4026302-20","","0","4026302","",""
"4026303-20","","上西山(2)","","33.186657","130.001048","4026303-20","","0","4026303","",""
"4026304-20","","下山入口(2)","","33.18408","129.994847","4026304-20","","0","4026304","",""
"4026305-20","","踊瀬(2)","","33.190744","129.983261","4026305-20","","0","4026305","",""
"4026306-20","","永尾駅前(2)","","33.193703","129.980345","4026306-20","","0","4026306","",""
"4026307-20","","小六川(2)","","33.196826","129.9687","4026307-20","","0","4026307","",""
"4007075-03","","岩井手(3)","","33.196138","129.962151","4007075-03","","0","4007075","",""
"4007076-10","","茅場(1)","","33.195953","129.960444","4007076-10","","0","4007076","",""
"4007077-00","","草場前","","33.195304","129.954615","4007077-00","","0","4007077","",""
"4007078-00","","三間坂","","33.194918","129.951232","4007078-00","","0","4007078","",""
"4007079-00","","三間坂駅前","","33.194944","129.948124","4007079-00","","0","4007079","",""
"4007076-20","","茅場(2)","","33.196043","129.960659","4007076-20","","0","4007076","",""
"4007075-01","","岩井手(1)","","33.196323","129.963195","4007075-01","","0","4007075","",""
"4026307-10","","小六川(1)","","33.196958","129.969114","4026307-10","","0","4026307","",""
"4026306-10","","永尾駅前(1)","","33.193304","129.980912","4026306-10","","0","4026306","",""
"4026305-10","","踊瀬(1)","","33.19093","129.983231","4026305-10","","0","4026305","",""
"4027308-00","","踊瀬ダム前","","33.185802","129.988034","4027308-00","","0","4027308","",""
"4026304-10","","下山入口(1)","","33.184065","129.99432","4026304-10","","0","4026304","",""
"4027309-00","","谷口眼科前","","33.185401","129.997831","4027309-00","","0","4027309","",""
"4026303-10","","上西山(1)","","33.186802","130.001155","4026303-10","","0","4026303","",""
"4026302-10","","若葉台入口(1)","","33.188303","130.00464","4026302-10","","0","4026302","",""
"4026301-10","","武雄警察署前(1)","","33.18992","130.009566","4026301-10","","0","4026301","",""
"4026298-10","","御船ヶ丘小学校前(1)","","33.187419","130.026682","4026298-10","","0","4026298","",""
"4007054-10","","三坂(1)","","33.12196","129.999139","4007054-10","","0","4007054","",""
"4007055-10","","長谷(1)","","33.128589","129.994105","4007055-10","","0","4007055","",""
"4007056-10","","小田志口(1)","","33.129785","129.992273","4007056-10","","0","4007056","",""
"4007057-10","","日出城(1)","","33.135613","129.987743","4007057-10","","0","4007057","",""
"4007059-10","","弓野(1)","","33.137399","129.981632","4007059-10","","0","4007059","",""
"4007060-20","","弓野橋(2)","","33.138742","129.978862","4007060-20","","0","4007060","",""
"4007067-00","","宮の前","","33.147246","129.975869","4007067-00","","0","4007067","",""
"4007068-00","","上高瀬","","33.151638","129.973977","4007068-00","","0","4007068","",""
"4007069-10","","犬走峠(1)","","33.164821","129.967749","4007069-10","","0","4007069","",""
"4007070-00","","犬走公民館前","","33.171086","129.969297","4007070-00","","0","4007070","",""
"4007071-10","","中郷(1)","","33.174071","129.969969","4007071-10","","0","4007071","",""
"4007072-00","","寺の前","","33.17744","129.97156","4007072-00","","0","4007072","",""
"4007073-00","","踊瀬入口","","33.180287","129.973775","4007073-00","","0","4007073","",""
"4007074-10","","山内東小学校前(1)","","33.193411","129.963596","4007074-10","","0","4007074","",""
"4007075-02","","岩井手(2)","","33.195849","129.962862","4007075-02","","0","4007075","",""
"4007074-20","","山内東小学校前(2)","","33.19285","129.964491","4007074-20","","0","4007074","",""
"4007071-20","","中郷(2)","","33.174675","129.970345","4007071-20","","0","4007071","",""
"4007069-20","","犬走峠(2)","","33.164939","129.967994","4007069-20","","0","4007069","",""
"4007059-20","","弓野(2)","","33.137219","129.982436","4007059-20","","0","4007059","",""
"4007058-00","","日出城西","","33.136877","129.987112","4007058-00","","0","4007058","",""
"4007057-20","","日出城(2)","","33.136112","129.988131","4007057-20","","0","4007057","",""
"4007056-20","","小田志口(2)","","33.129952","129.992275","4007056-20","","0","4007056","",""
"4007055-20","","長谷(2)","","33.127991","129.995214","4007055-20","","0","4007055","",""
"4007054-20","","三坂(2)","","33.122929","129.998278","4007054-20","","0","4007054","",""
"4007060-10","","弓野橋(1)","","33.137968","129.978485","4007060-10","","0","4007060","",""
"4007061-00","","西川登小学校前","","33.138078","129.971937","4007061-00","","0","4007061","",""
"4007062-00","","庭木","","33.137951","129.966929","4007062-00","","0","4007062","",""
"4007063-00","","神六","","33.14155","129.958311","4007063-00","","0","4007063","",""
"4007064-10","","上神六(1)","","33.141648","129.954463","4007064-10","","0","4007064","",""
"4007065-00","","矢筈入口","","33.141351","129.948997","4007065-00","","0","4007065","",""
"4007066-00","","矢筈","","33.154726","129.944592","4007066-00","","0","4007066","",""
"4007064-20","","上神六(2)","","33.142123","129.954061","4007064-20","","0","4007064","",""
"4005050-00","","七ツ川内","","33.101735","130.023492","4005050-00","","0","4005050","",""
"4005049-00","","下吉田","","33.101879","130.019209","4005049-00","","0","4005049","",""
"4005048-00","","下永尾","","33.105829","130.017292","4005048-00","","0","4005048","",""
"4005047-00","","広瀬橋","","33.109331","130.015585","4005047-00","","0","4005047","",""
"4005046-00","","飯盛","","33.110994","130.010748","4005046-00","","0","4005046","",""
"4005045-00","","下野","","33.109592","130.009122","4005045-00","","0","4005045","",""
"4005044-03","","下野公民館前(3)","","33.106339","130.005556","4005044-03","","0","4005044","",""
"4005043-00","","羽白越","","33.105034","130.003942","4005043-00","","0","4005043","",""
"4005037-20","","嬉野小学校入口(2)","","33.10261","129.98605","4005037-20","","0","4005037","",""
"4005036-00","","嬉野中学校前","","33.108633","129.98664","4005036-00","","0","4005036","",""
"4005037-10","","嬉野小学校入口(1)","","33.102745","129.986109","4005037-10","","0","4005037","",""
"4005044-02","","下野公民館前(2)","","33.1071","130.005845","4005044-02","","0","4005044","",""
"4005044-01","","下野公民館前(1)","","33.107496","130.00485","4005044-01","","0","4005044","",""
"4013130-00","","朝鍋宿","","33.221081","130.152528","4013130-00","","0","4013130","",""
"4013131-00","","土元","","33.226396","130.154426","4013131-00","","0","4013131","",""
"4013132-00","","門前","","33.232892","130.150677","4013132-00","","0","4013132","",""
"4013133-00","","花祭","","33.243972","130.152248","4013133-00","","0","4013133","",""
"4013148-00","","白木パノラマ孔園前","","33.2411","130.135468","4013148-00","","0","4013148","",""
"4013147-00","","平山","","33.236984","130.135435","4013147-00","","0","4013147","",""
"4013146-00","","岳","","33.232668","130.136133","4013146-00","","0","4013146","",""
"4013145-00","","仲町","","33.231629","130.139148","4013145-00","","0","4013145","",""
"4013144-00","","上小田集会所前","","33.229676","130.141436","4013144-00","","0","4013144","",""
"4013143-00","","上小田浄水場","","33.230222","130.143797","4013143-00","","0","4013143","",""
"4013142-00","","永林寺保育園前","","33.228649","130.144219","4013142-00","","0","4013142","",""
"4013141-00","","小田商店街入口","","33.226837","130.142734","4013141-00","","0","4013141","",""
"4013140-00","","古賀小児科前","","33.225606","130.14489","4013140-00","","0","4013140","",""
"4013126-00","","江北小学校前","","33.214367","130.158569","4013126-00","","0","4013126","",""
"4013127-10","","幼児教育センター(1)","","33.216361","130.16033","4013127-10","","0","4013127","",""
"4013151-00","","山口駅前(南口)","","33.218605","130.160693","4013151-00","","0","4013151","",""
"4013135-01","","杵島商校前(1)","","33.21778","130.137339","4013135-01","","0","4013135","",""
"4013136-00","","観音下","","33.218782","130.136487","4013136-00","","0","4013136","",""
"4013137-00","","天子社","","33.223467","130.135346","4013137-00","","0","4013137","",""
"4013138-00","","上区","","33.226365","130.136076","4013138-00","","0","4013138","",""
"4013139-00","","岩屋団地","","33.230487","130.137805","4013139-00","","0","4013139","",""
"4013149-00","","ＳＵＭＣＯ前","","33.232028","130.140977","4013149-00","","0","4013149","",""
"4013150-00","","日の出町","","33.231216","130.144382","4013150-00","","0","4013150","",""
"4013127-20","","幼児教育センター(2)","","33.216289","130.16081","4013127-20","","0","4013127","",""
"4013128-00","","イオン江北店","","33.216854","130.162279","4013128-00","","0","4013128","",""
"4020226-03","","竹崎入口(3)","","32.968529","130.204138","4020226-03","","0","4020226","",""
"4020240-00","","コロニー入口","","32.96602","130.205343","4020240-00","","0","4020240","",""
"4020241-00","","道越","","32.961151","130.216841","4020241-00","","0","4020241","",""
"4020242-00","","観世音横","","32.956982","130.221008","4020242-00","","0","4020242","",""
"4020243-00","","竹崎本泊","","32.955407","130.220234","4020243-00","","0","4020243","",""
"4020244-00","","竹崎港","","32.954426","130.218366","4020244-00","","0","4020244","",""
"4020225-03","","風配登山口(3)","","32.972597","130.204899","4020225-03","","0","4020225","",""
"4020245-00","","平野","","32.974665","130.191953","4020245-00","","0","4020245","",""
"4020246-00","","上平野","","32.97505","130.189128","4020246-00","","0","4020246","",""
"4020247-00","","長川原","","32.977397","130.179616","4020247-00","","0","4020247","",""
"4020248-00","","黒金入口","","32.975651","130.176371","4020248-00","","0","4020248","",""
"4020249-00","","大町入口","","32.97396","130.173947","4020249-00","","0","4020249","",""
"4020250-00","","広谷入口","","32.974797","130.1716","4020250-00","","0","4020250","",""
"4020230-20","","多良駅前(2)","","33.025444","130.177508","4020230-20","","0","4020230","",""
"4020231-00","","畑田","","33.023897","130.174886","4020231-00","","0","4020231","",""
"4020232-00","","上畑田","","33.02386","130.171421","4020232-00","","0","4020232","",""
"4020233-00","","瀬戸","","33.023534","130.165861","4020233-00","","0","4020233","",""
"4020234-00","","上川原","","33.022755","130.156177","4020234-00","","0","4020234","",""
"4020235-00","","郷式","","33.020549","130.14617","4020235-00","","0","4020235","",""
"4020236-00","","大川内","","33.010197","130.131778","4020236-00","","0","4020236","",""
"4020237-00","","下中山","","33.001612","130.114318","4020237-00","","0","4020237","",""
"4020238-00","","音谷","","32.998836","130.111092","4020238-00","","0","4020238","",""
"4020239-00","","中山","","32.995287","130.108315","4020239-00","","0","4020239","",""
"4020230-10","","多良駅前(1)","","33.025545","130.177587","4020230-10","","0","4020230","",""
"4003001-05","","鹿島バスセンター(5)","","33.114117","130.096778","4003001-05","","0","4003001","",""
"4022251-00","","幸通り","","33.108855","130.096163","4022251-00","","0","4022251","",""
"4022252-00","","道場前","","33.107052","130.095486","4022252-00","","0","4022252","",""
"4022253-00","","鹿島小学校前","","33.103838","130.09493","4022253-00","","0","4022253","",""
"4022254-00","","体育館前","","33.10184","130.093646","4022254-00","","0","4022254","",""
"4022255-20","","西部中学校前(2)","","33.098523","130.093354","4022255-20","","0","4022255","",""
"4022259-00","","辻宿","","33.094189","130.093062","4022259-00","","0","4022259","",""
"4022260-00","","農協前","","33.093258","130.091428","4022260-00","","0","4022260","",""
"4022261-20","","川原入口(2)","","33.091477","130.088273","4022261-20","","0","4022261","",""
"4022262-20","","大井手(2)","","33.088656","130.082949","4022262-20","","0","4022262","",""
"4022263-00","","大木庭入口","","33.086041","130.077976","4022263-00","","0","4022263","",""
"4022264-00","","大木庭","","33.084556","130.074646","4022264-00","","0","4022264","",""
"4022265-00","","高仙寺","","33.083466","130.071802","4022265-00","","0","4022265","",""
"4022266-20","","三河内(2)","","33.078038","130.06745","4022266-20","","0","4022266","",""
"4022267-00","","三獄神社前","","33.076861","130.066741","4022267-00","","0","4022267","",""
"4022268-00","","東木庭","","33.074414","130.065626","4022268-00","","0","4022268","",""
"4022269-00","","山下入口","","33.069714","130.063146","4022269-00","","0","4022269","",""
"4022270-00","","山下","","33.066078","130.060924","4022270-00","","0","4022270","",""
"4022271-00","","平原","","33.061766","130.057833","4022271-00","","0","4022271","",""
"4022272-00","","掛橋入口","","33.060956","130.057179","4022272-00","","0","4022272","",""
"4022273-00","","早の瀬","","33.054891","130.051646","4022273-00","","0","4022273","",""
"4022274-00","","大野","","33.041737","130.044807","4022274-00","","0","4022274","",""
"4022266-10","","三河内(1)","","33.078141","130.067243","4022266-10","","0","4022266","",""
"4022262-10","","大井手(1)","","33.088797","130.083155","4022262-10","","0","4022262","",""
"4022261-10","","川原入口(1)","","33.092051","130.088574","4022261-10","","0","4022261","",""
"4022255-10","","西部中学校前(1)","","33.098542","130.093192","4022255-10","","0","4022255","",""
"4022258-00","","行成","","33.097343","130.098578","4022258-00","","0","4022258","",""
"4022288-20","","筒口(2)","","33.089287","130.093322","4022288-20","","0","4022288","",""
"4022289-00","","構江","","33.087074","130.094969","4022289-00","","0","4022289","",""
"4022290-00","","権現橋","","33.081166","130.095858","4022290-00","","0","4022290","",""
"4022291-00","","川内","","33.075362","130.095199","4022291-00","","0","4022291","",""
"4022292-00","","野口","","33.068577","130.092887","4022292-00","","0","4022292","",""
"4022293-00","","山方","","33.060666","130.095777","4022293-00","","0","4022293","",""
"4022294-00","","山浦","","33.056661","130.094172","4022294-00","","0","4022294","",""
"4022295-00","","長野","","33.052261","130.090651","4022295-00","","0","4022295","",""
"4022288-10","","筒口(1)","","33.088996","130.093332","4022288-10","","0","4022288","",""
"4022281-00","","貝瀬","","33.07272","130.068384","4022281-00","","0","4022281","",""
"4022282-00","","土穴","","33.064828","130.070434","4022282-00","","0","4022282","",""
"4022283-00","","本城入口","","33.058138","130.0704","4022283-00","","0","4022283","",""
"4022284-00","","本城","","33.052594","130.071266","4022284-00","","0","4022284","",""
"4022285-00","","尾崎","","33.048567","130.069289","4022285-00","","0","4022285","",""
"4003014-00","","東山公園入口","","33.074433","130.10938","4003014-00","","0","4003014","",""
"4003015-00","","鮒越入口","","33.072628","130.109077","4003015-00","","0","4003015","",""
"4003016-00","","公民分館前","","33.068802","130.108959","4003016-00","","0","4003016","",""
"4003017-00","","上古枝","","33.064977","130.108088","4003017-00","","0","4003017","",""
"4003018-00","","中尾","","33.05728","130.108483","4003018-00","","0","4003018","",""
"4003019-00","","永田","","33.054215","130.109569","4003019-00","","0","4003019","",""
"4003020-00","","上中尾","","33.050154","130.110928","4003020-00","","0","4003020","",""
"4003021-00","","藤の瀬","","33.040158","130.112786","4003021-00","","0","4003021","",""
"4003022-00","","日当山","","33.0361","130.110007","4003022-00","","0","4003022","",""
"4003023-00","","小畑","","33.033602","130.108907","4003023-00","","0","4003023","",""
"4003024-00","","赤岩","","33.029669","130.104349","4003024-00","","0","4003024","",""
"4003025-00","","奥山","","33.024555","130.098663","4003025-00","","0","4003025","",""
"4003026-00","","好日の園","","33.072862","130.112488","4003026-00","","0","4003026","",""
"4003027-00","","鮒越","","33.070172","130.113482","4003027-00","","0","4003027","",""
"4003028-00","","田代","","33.062511","130.113355","4003028-00","","0","4003028","",""
"4003029-00","","花取","","33.055477","130.116577","4003029-00","","0","4003029","",""
"4003030-00","","婦人ホーム前","","33.039394","130.117514","4003030-00","","0","4003030","",""
"4003031-00","","矢答","","33.027432","130.114328","4003031-00","","0","4003031","",""
"3117744-03","","鳴瀬分道(3)","","33.209737","130.045255","3117744-03","","0","3117744","",""
"4031357-00","","二俣","","33.204683","130.049389","4031357-00","","0","4031357","",""
"4031358-00","","鳴瀬","","33.201725","130.054292","4031358-00","","0","4031358","",""
"4050809-00","","西医王寺","","33.206652","130.057854","4050809-00","","0","4050809","",""
"4050807-00","","医王寺","","33.208114","130.06575","4050807-00","","0","4050807","",""
"4050812-00","","折尾","","33.208849","130.070877","4050812-00","","0","4050812","",""
"4050811-00","","芦原","","33.208389","130.075779","4050811-00","","0","4050811","",""
"4050801-00","","椛島","","33.207094","130.082838","4050801-00","","0","4050801","",""
"4050810-00","","蔵堂","","33.205688","130.088461","4050810-00","","0","4050810","",""
"4050808-00","","大渡","","33.208681","130.092329","4050808-00","","0","4050808","",""
"4050802-00","","富吉神社前","","33.203637","130.093654","4050802-00","","0","4050802","",""
"4050803-00","","永谷団地","","33.223262","130.084973","4050803-00","","0","4050803","",""
"4050804-00","","大峠入口","","33.225122","130.086768","4050804-00","","0","4050804","",""
"4050805-00","","長寿園口","","33.219821","130.090296","4050805-00","","0","4050805","",""
"4050806-00","","北方幼稚園前","","33.218734","130.06836","4050806-00","","0","4050806","",""
"4031345-00","","温泉楼門","","33.196553","130.014858","4031345-00","","0","4031345","",""
"4031347-00","","新武雄病院前","","33.197756","130.034369","4031347-00","","0","4031347","",""
"4031348-00","","アクロスプラザ","","33.198338","130.033252","4031348-00","","0","4031348","",""
"3116702-03","","甘久西(3)","","33.201707","130.030641","3116702-03","","0","3116702","",""
"4031349-00","","武雄中学校裏","","33.201833","130.026388","4031349-00","","0","4031349","",""
"4031350-00","","Ａコープ川良前","","33.202539","130.024437","4031350-00","","0","4031350","",""
"4031351-00","","鳥居前","","33.205951","130.025143","4031351-00","","0","4031351","",""
"4031352-00","","中野住宅入口","","33.208821","130.028064","4031352-00","","0","4031352","",""
"4031353-00","","八幡神社前","","33.2117","130.028994","4031353-00","","0","4031353","",""
"4031354-00","","中野","","33.215735","130.028694","4031354-00","","0","4031354","",""
"4031355-00","","黒尾","","33.2189","130.027981","4031355-00","","0","4031355","",""
"4031356-20","","中野入口(2)","","33.221039","130.027815","4031356-20","","0","4031356","",""
"3116709-20","","善福寺入口(2)","","33.221356","130.028818","3116709-20","","0","3116709","",""
"3116708-00","","小原","","33.21715","130.035452","3116708-00","","0","3116708","",""
"3116707-00","","朝日小学校前","","33.213941","130.039783","3116707-00","","0","3116707","",""
"3116706-00","","高橋宿","","33.211689","130.042088","3116706-00","","0","3116706","",""
"4031359-00","","釈迦寺","","33.196111","130.056282","4031359-00","","0","4031359","",""
"4031360-00","","片白","","33.191733","130.056611","4031360-00","","0","4031360","",""
"4031361-00","","南片白","","33.188223","130.056358","4031361-00","","0","4031361","",""
"4031362-00","","橘農協前","","33.184633","130.055351","4031362-00","","0","4031362","",""
"4031363-00","","納手","","33.185168","130.046652","4031363-00","","0","4031363","",""
"4031364-10","","野間峠(1)","","33.18712","130.029248","4031364-10","","0","4031364","",""
"4030344-10","","文化会館前(1)","","33.192452","130.024916","4030344-10","","0","4030344","",""
"4030344-20","","文化会館前(2)","","33.192082","130.02462","4030344-20","","0","4030344","",""
"4031364-20","","野間峠(2)","","33.187168","130.030344","4031364-20","","0","4031364","",""
"3116709-10","","善福寺入口(1)","","33.2214","130.028394","3116709-10","","0","3116709","",""
"4031356-10","","中野入口(1)","","33.221198","130.027988","4031356-10","","0","4031356","",""
"4032369-00","","小楠","","33.199187","130.025266","4032369-00","","0","4032369","",""
"4032370-00","","川良東","","33.203644","130.021606","4032370-00","","0","4032370","",""
"4032371-10","","円応寺馬場(1)","","33.204812","130.018379","4032371-10","","0","4032371","",""
"4032372-00","","赤穂山","","33.216092","130.001025","4032372-00","","0","4032372","",""
"4032373-00","","本谷入口","","33.215237","129.99454","4032373-00","","0","4032373","",""
"4032374-00","","一軒茶屋","","33.214687","129.98318","4032374-00","","0","4032374","",""
"4032375-00","","長谷入口","","33.215406","129.980131","4032375-00","","0","4032375","",""
"4032376-00","","宇土谷","","33.218189","129.977747","4032376-00","","0","4032376","",""
"4032377-00","","上古賀","","33.220914","129.976281","4032377-00","","0","4032377","",""
