"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","stop_timezone","wheelchair_boarding"
"1029204-00","","増田口","","33.2471","130.33307","1029204-00","","0","1029204","",""
"1029205-00","","犬尾","","33.24683","130.33946","1029205-00","","0","1029205","",""
"1029206-20","","東西(2)","","33.24828","130.34175","1029206-20","","0","1029206","",""
"1029207-20","","東の巨勢(2)","","33.24763","130.34868","1029207-20","","0","1029207","",""
"1029208-10","","蓮池魚町(1)","","33.24647","130.35368","1029208-10","","0","1029208","",""
"1029209-20","","蓮池公園前(2)","","33.24649","130.35605","1029209-20","","0","1029209","",""
"1029210-00","","蓮池郵便局前","","33.24947","130.35658","1029210-00","","0","1029210","",""
"1029211-00","","中地橋","","33.25014","130.36079","1029211-00","","0","1029211","",""
"1029212-00","","芙蓉校前","","33.25008","130.36304","1029212-00","","0","1029212","",""
"1029213-20","","小松(2)","","33.2487","130.36494","1029213-20","","0","1029213","",""
"1029214-20","","堂地(2)","","33.24766","130.36838","1029214-20","","0","1029214","",""
"1029215-00","","蒲田津橋","","33.24497","130.36946","1029215-00","","0","1029215","",""
"1029216-20","","渡端(2)","","33.24215","130.36942","1029216-20","","0","1029216","",""
"1029217-00","","大堂","","33.23857","130.36913","1029217-00","","0","1029217","",""
"1029216-10","","渡端(1)","","33.24156","130.36958","1029216-10","","0","1029216","",""
"1029214-10","","堂地(1)","","33.24735","130.36864","1029214-10","","0","1029214","",""
"1029213-10","","小松(1)","","33.2486","130.36508","1029213-10","","0","1029213","",""
"1029209-10","","蓮池公園前(1)","","33.24643","130.35608","1029209-10","","0","1029209","",""
"1029208-20","","蓮池魚町(2)","","33.24643","130.35374","1029208-20","","0","1029208","",""
"1029207-10","","東の巨勢(1)","","33.24753","130.34859","1029207-10","","0","1029207","",""
"1029206-10","","東西(1)","","33.24817","130.3418","1029206-10","","0","1029206","",""
"1029202-10","","江上町(1)","","33.2478","130.32683","1029202-10","","0","1029202","",""
"1029201-10","","矢ヶ部医院前(1)","","33.24767","130.32336","1029201-10","","0","1029201","",""
"1028195-10","","枝吉(1)","","33.24761","130.319","1028195-10","","0","1028195","",""
"1028194-10","","今宿町(1)","","33.24774","130.31575","1028194-10","","0","1028194","",""
"1028193-20","","東田代(2)","","33.24858","130.31358","1028193-20","","0","1028193","",""
"1028192-10","","東佐賀(1)","","33.25187","130.31293","1028192-10","","0","1028192","",""
"1028191-10","","材木橋(1)","","33.251942","130.309847","1028191-10","","0","1028191","",""
"1011039-03","","片田江(3)[片田江東]","","33.251478","130.306743","1011039-03","","0","1011039","",""
"1028189-20","","副島病院前(2)","","33.25698","130.30414","1028189-20","","0","1028189","",""
"1028190-20","","エスプラッツ前(2)","","33.254604","130.302427","1028190-20","","0","1028190","",""
"1028196-20","","牛島下(2)","","33.24994","130.32187","1028196-20","","0","1028196","",""
"2015194-10","","高尾(1)","","33.25331","130.32291","2015194-10","","0","2015194","",""
"1028198-20","","老人センター前(2)","","33.25395","130.32541","1028198-20","","0","1028198","",""
"1028199-20","","巨勢公民館前(2)","","33.25498","130.32817","1028199-20","","0","1028199","",""
"1028200-10","","道崎(1)","","33.257638","130.336628","1028200-10","","0","1028200","",""
"1028199-10","","巨勢公民館前(1)","","33.25477","130.32823","1028199-10","","0","1028199","",""
"1028198-10","","老人センター前(1)","","33.25391","130.32568","1028198-10","","0","1028198","",""
"2015194-20","","高尾(2)","","33.25318","130.32303","2015194-20","","0","2015194","",""
"1028196-10","","牛島下(1)","","33.24995","130.32204","1028196-10","","0","1028196","",""
"1028190-10","","エスプラッツ前(1)","","33.254698","130.302336","1028190-10","","0","1028190","",""
"1028189-10","","副島病院前(1)","","33.25693","130.30367","1028189-10","","0","1028189","",""
"1050278-20","","西神野(2)","","33.26372","130.29018","1050278-20","","0","1050278","",""
"1050279-20","","昭和橋(2)","","33.26288","130.28442","1050279-20","","0","1050279","",""
"1050280-20","","神野公園(2)","","33.2647","130.2818","1050280-20","","0","1050280","",""
"1050281-20","","八戸溝郵便局前(2)","","33.26477","130.27794","1050281-20","","0","1050281","",""
"1050282-20","","鍋島団地(2)","","33.266","130.27638","1050282-20","","0","1050282","",""
"1050283-20","","鍋島新村(2)","","33.26877","130.27585","1050283-20","","0","1050283","",""
"1050284-20","","ＪＡ佐賀市せいぶ支所前(2)","","33.2719","130.27539","1050284-20","","0","1050284","",""
"1050285-20","","鍋島小学校前(2)","","33.27338","130.27078","1050285-20","","0","1050285","",""
"1050286-20","","鍋島一丁目(2)","","33.2757","130.2706","1050286-20","","0","1050286","",""
"1050287-20","","津留(2)","","33.27883","130.26991","1050287-20","","0","1050287","",""
"1050295-20","","医学部入口(2)","","33.28187","130.26909","1050295-20","","0","1050295","",""
"1050296-00","","佐賀大学病院","","33.2835","130.26709","1050296-00","","0","1050296","",""
"1050295-10","","医学部入口(1)","","33.28265","130.26884","1050295-10","","0","1050295","",""
"1050287-10","","津留(1)","","33.27949","130.26993","1050287-10","","0","1050287","",""
"1050286-10","","鍋島一丁目(1)","","33.2756","130.27065","1050286-10","","0","1050286","",""
"1050285-10","","鍋島小学校前(1)","","33.27367","130.2709","1050285-10","","0","1050285","",""
"1050284-10","","ＪＡ佐賀市せいぶ支所前(1)","","33.27179","130.27553","1050284-10","","0","1050284","",""
"1050283-10","","鍋島新村(1)","","33.26885","130.27589","1050283-10","","0","1050283","",""
"1050282-10","","鍋島団地(1)","","33.26589","130.27649","1050282-10","","0","1050282","",""
"1050281-10","","八戸溝郵便局前(1)","","33.26486","130.27818","1050281-10","","0","1050281","",""
"1050280-10","","神野公園(1)","","33.26483","130.28218","1050280-10","","0","1050280","",""
"1050279-10","","昭和橋(1)","","33.263","130.2841","1050279-10","","0","1050279","",""
"1050278-10","","西神野(1)","","33.26375","130.28925","1050278-10","","0","1050278","",""
"1030219-03","","堀江通(3)","","33.26395","130.29208","1030219-03","","0","1030219","",""
"1050288-20","","鍋島シェスト前(2)","","33.28006","130.26875","1050288-20","","0","1050288","",""
"1050289-20","","鍋島西団地(2)","","33.27979","130.2648","1050289-20","","0","1050289","",""
"1050290-20","","医学部西(2)","","33.2834","130.26315","1050290-20","","0","1050290","",""
"1050291-20","","鍋島五丁目(2)","","33.28678","130.26314","1050291-20","","0","1050291","",""
"1050292-10","","鍋島本村(1)","","33.28828","130.26389","1050292-10","","0","1050292","",""
"1050293-20","","鍋島六丁目(2)","","33.2884","130.26564","1050293-20","","0","1050293","",""
"1050294-20","","医学部北(2)","","33.28627","130.26839","1050294-20","","0","1050294","",""
"1050294-10","","医学部北(1)","","33.28671","130.26825","1050294-10","","0","1050294","",""
"1050293-10","","鍋島六丁目(1)","","33.28833","130.2661","1050293-10","","0","1050293","",""
"1050292-20","","鍋島本村(2)","","33.28822","130.26437","1050292-20","","0","1050292","",""
"1050291-10","","鍋島五丁目(1)","","33.28619","130.26315","1050291-10","","0","1050291","",""
"1050290-10","","医学部西(1)","","33.28292","130.26328","1050290-10","","0","1050290","",""
"1050289-10","","鍋島西団地(1)","","33.27991","130.26523","1050289-10","","0","1050289","",""
"1050288-10","","鍋島シェスト前(1)","","33.28013","130.26846","1050288-10","","0","1050288","",""
"1051297-20","","西九大神園南(2)","","33.26943","130.28459","1051297-20","","0","1051297","",""
"1051298-20","","常盤団地入口(2)","","33.2689","130.28163","1051298-20","","0","1051298","",""
"1051299-20","","鍋島東団地(2)","","33.26871","130.28021","1051299-20","","0","1051299","",""
"1051300-20","","開成三丁目(2)","","33.26971","130.27791","1051300-20","","0","1051300","",""
"1051301-20","","アルタ東(2)","","33.2716","130.27756","1051301-20","","0","1051301","",""
"1051302-10","","卸センター前(1)","","33.27259","130.27696","1051302-10","","0","1051302","",""
"1051301-10","","アルタ東(1)","","33.27168","130.27766","1051301-10","","0","1051301","",""
"1051300-10","","開成三丁目(1)","","33.26984","130.27797","1051300-10","","0","1051300","",""
"1051299-10","","鍋島東団地(1)","","33.26874","130.28003","1051299-10","","0","1051299","",""
"1051298-10","","常盤団地入口(1)","","33.269","130.28152","1051298-10","","0","1051298","",""
"1051297-10","","西九大神園南(1)","","33.26961","130.28505","1051297-10","","0","1051297","",""
"1060346-20","","佐賀中部病院前(2)","","33.26377","130.31906","1060346-20","","0","1060346","",""
"1060347-02","","修理田(2)","","33.26438","130.32227","1060347-02","","0","1060347","",""
"1060348-20","","中牟田(2)","","33.26637","130.32748","1060348-20","","0","1060348","",""
"1060349-20","","瓦町南(2)","","33.2695","130.33086","1060349-20","","0","1060349","",""
"1060350-20","","瓦町(2)","","33.27159","130.33316","1060350-20","","0","1060350","",""
"1060351-20","","堀立(2)","","33.27503","130.33688","1060351-20","","0","1060351","",""
"1060352-20","","堀立東(2)","","33.27743","130.33842","1060352-20","","0","1060352","",""
"1060353-00","","外野","","33.28102","130.33696","1060353-00","","0","1060353","",""
"1060354-00","","伊賀屋橋","","33.28399","130.33578","1060354-00","","0","1060354","",""
"1060355-20","","伊賀屋(2)","","33.28799","130.33485","1060355-20","","0","1060355","",""
"1060356-00","","中野吉","","33.29118","130.33501","1060356-00","","0","1060356","",""
"1060357-00","","和泉野橋","","33.29678","130.33365","1060357-00","","0","1060357","",""
"1060358-20","","折地(2)","","33.30191","130.33145","1060358-20","","0","1060358","",""
"1060359-20","","下和泉(2)","","33.30361","130.33031","1060359-20","","0","1060359","",""
"1060360-00","","上揚","","33.30836","130.32828","1060360-00","","0","1060360","",""
"1060361-20","","久保泉工業団地東(2)","","33.31077","130.32704","1060361-20","","0","1060361","",""
"1060362-20","","上和泉(2)","","33.31633","130.32631","1060362-20","","0","1060362","",""
"1060363-20","","久保泉小学校前(2)","","33.32163","130.32657","1060363-20","","0","1060363","",""
"1060364-20","","川久保(2)","","33.32463","130.32684","1060364-20","","0","1060364","",""
"1060365-20","","川久保交差点北(2)","","33.32628","130.32701","1060365-20","","0","1060365","",""
"1060366-00","","川久保中","","33.32813","130.3273","1060366-00","","0","1060366","",""
"1060367-00","","上分公民館前","","33.33195","130.32761","1060367-00","","0","1060367","",""
"1060368-00","","勝宿神社","","33.33578","130.32718","1060368-00","","0","1060368","",""
"1060369-00","","清友病院前","","33.34","130.32584","1060369-00","","0","1060369","",""
"1060365-10","","川久保交差点北(1)","","33.32624","130.32716","1060365-10","","0","1060365","",""
"1060364-10","","川久保(1)","","33.32495","130.32701","1060364-10","","0","1060364","",""
"1060363-10","","久保泉小学校前(1)","","33.3215","130.32668","1060363-10","","0","1060363","",""
"1060362-10","","上和泉(1)","","33.31714","130.32651","1060362-10","","0","1060362","",""
"1060361-10","","久保泉工業団地東(1)","","33.31018","130.32747","1060361-10","","0","1060361","",""
"1060359-10","","下和泉(1)","","33.30502","130.3298","1060359-10","","0","1060359","",""
"1060358-10","","折地(1)","","33.30179","130.3317","1060358-10","","0","1060358","",""
"1060355-10","","伊賀屋(1)","","33.28815","130.33488","1060355-10","","0","1060355","",""
"1060352-10","","堀立東(1)","","33.27746","130.33861","1060352-10","","0","1060352","",""
"1060351-10","","堀立(1)","","33.27502","130.33734","1060351-10","","0","1060351","",""
"1060350-10","","瓦町(1)","","33.27224","130.334","1060350-10","","0","1060350","",""
"1060349-10","","瓦町南(1)","","33.26955","130.33107","1060349-10","","0","1060349","",""
"1060348-10","","中牟田(1)","","33.26669","130.32797","1060348-10","","0","1060348","",""
"1060347-01","","修理田(1)","","33.26431","130.32245","1060347-01","","0","1060347","",""
"1060346-10","","佐賀中部病院前(1)","","33.26375","130.31918","1060346-10","","0","1060346","",""
"1024160-20","","大井樋(2)","","33.23916","130.29597","1024160-20","","0","1024160","",""
"1024161-20","","佐賀大学南(2)","","33.23955","130.28972","1024161-20","","0","1024161","",""
"1024162-20","","高伝寺前(2)","","33.23989","130.28452","1024162-20","","0","1024162","",""
"1024163-20","","平松交差点東(2)","","33.23997","130.28276","1024163-20","","0","1024163","",""
"1024164-20","","平松老人センター前(2)","","33.24153","130.27794","1024164-20","","0","1024164","",""
"1024165-20","","平林胃腸科前(2)","","33.24445","130.27637","1024165-20","","0","1024165","",""
"1018075-10","","地蔵前(1)","","33.246535","130.277491","1018075-10","","0","1018075","",""
"1018074-10","","長瀬町(1)","","33.248191","130.283375","1018074-10","","0","1018074","",""
"1024166-10","","護国神社前(1)","","33.25308","130.29344","1024166-10","","0","1024166","",""
"1024167-10","","成章中学校西(1)","","33.25603","130.29285","1024167-10","","0","1024167","",""
"1024167-20","","成章中学校西(2)","","33.25834","130.29314","1024167-20","","0","1024167","",""
"1024166-20","","護国神社前(2)","","33.25315","130.29355","1024166-20","","0","1024166","",""
"1003013-03","","辻の堂(３)","","33.251192","130.293963","1003013-03","","0","1003013","",""
"1018074-20","","長瀬町(2)","","33.247879","130.282472","1018074-20","","0","1018074","",""
"1018075-20","","地蔵前(2)","","33.246404","130.27735","1018075-20","","0","1018075","",""
"1024165-10","","平林胃腸科前(1)","","33.24385","130.27676","1024165-10","","0","1024165","",""
"1024164-10","","平松老人センター前(1)","","33.24168","130.27802","1024164-10","","0","1024164","",""
"1024163-10","","平松交差点東(1)","","33.24013","130.28218","1024163-10","","0","1024163","",""
"1024162-10","","高伝寺前(1)","","33.23997","130.28476","1024162-10","","0","1024162","",""
"1024161-10","","佐賀大学南(1)","","33.23956","130.29269","1024161-10","","0","1024161","",""
"1024160-10","","大井樋(1)","","33.23928","130.29607","1024160-10","","0","1024160","",""
"1005024-20","","夢咲公園(2)","","33.26845","130.30363","1005024-20","","0","1005024","",""
"1005025-20","","ほほえみ館前(2)","","33.26884","130.30504","1005025-20","","0","1005025","",""
"1005026-20","","アルカディアSAGA前(2)","","33.269448","130.30813","1005026-20","","0","1005026","",""
"1005027-20","","夢咲コスモスタウン(2)","","33.27144","130.30849","1005027-20","","0","1005027","",""
"1005028-20","","夢咲コスモスタウン北(2)","","33.2734","130.308","1005028-20","","0","1005028","",""
"1005031-00","","ゆめタウン佐賀","","33.27497","130.30783","1005031-00","","0","1005031","",""
"1005028-10","","夢咲コスモスタウン北(1)","","33.27335","130.30812","1005028-10","","0","1005028","",""
"1005027-10","","夢咲コスモスタウン(1)","","33.27088","130.30873","1005027-10","","0","1005027","",""
"1005026-10","","アルカディアSAGA前(1)","","33.26914","130.30754","1005026-10","","0","1005026","",""
"1005025-10","","ほほえみ館前(1)","","33.26872","130.30528","1005025-10","","0","1005025","",""
"1005024-10","","夢咲公園(1)","","33.26836","130.30351","1005024-10","","0","1005024","",""
"1005029-20","","佐賀清和学園前(2)","","33.27059","130.31064","1005029-20","","0","1005029","",""
"1005030-20","","ぽかぽか温泉前(2)","","33.27265","130.31079","1005030-20","","0","1005030","",""
"1005030-10","","ぽかぽか温泉前(1)","","33.27275","130.31064","1005030-10","","0","1005030","",""
"1005029-10","","佐賀清和学園前(1)","","33.27034","130.3105","1005029-10","","0","1005029","",""
"1064370-20","","東与賀イオン前(2)","","33.22169","130.3064","1064370-20","","0","1064370","",""
"1064371-20","","小々森北(2)","","33.19732","130.30363","1064371-20","","0","1064371","",""
"1001001-10","","佐賀空港(1)","","33.15378","130.30281","1001001-10","","0","1001001","",""
"1064371-10","","小々森北(1)","","33.19731","130.30348","1064371-10","","0","1064371","",""
"1064370-10","","東与賀イオン前(1)","","33.22163","130.3062","1064370-10","","0","1064370","",""
"1018076-20","","普門寺(2)","","33.245706","130.274086","1018076-20","","0","1018076","",""
"1018077-20","","高橋(2)","","33.245314","130.272213","1018077-20","","0","1018077","",""
"1018078-20","","扇町東(2)","","33.244579","130.268005","1018078-20","","0","1018078","",""
"1018079-00","","扇町","","33.243948","130.263659","1018079-00","","0","1018079","",""
"1018080-01","","嘉瀬元町(1)","","33.243206","130.258568","1018080-01","","0","1018080","",""
"1027184-20","","十五(2)","","33.23542","130.25787","1027184-20","","0","1027184","",""
"1027185-20","","十五南(2)","","33.22996","130.25766","1027185-20","","0","1027185","",""
"1027186-20","","嘉瀬新町(2)","","33.22515","130.25755","1027186-20","","0","1027186","",""
"1027187-20","","新町中央(2)","","33.22192","130.25749","1027187-20","","0","1027187","",""
"1011053-02","","本庄江橋(2)","","33.21973","130.25766","1011053-02","","0","1011053","",""
"1011053-01","","本庄江橋(1)","","33.21976","130.25752","1011053-01","","0","1011053","",""
"1027187-10","","新町中央(1)","","33.22211","130.25745","1027187-10","","0","1027187","",""
"1027186-10","","嘉瀬新町(1)","","33.22516","130.25746","1027186-10","","0","1027186","",""
"1027185-10","","十五南(1)","","33.23038","130.25763","1027185-10","","0","1027185","",""
"1027184-10","","十五(1)","","33.23582","130.25787","1027184-10","","0","1027184","",""
"1018080-02","","嘉瀬元町(2)","","33.24265","130.25797","1018080-02","","0","1018080","",""
"1018078-10","","扇町東(1)","","33.244415","130.266433","1018078-10","","0","1018078","",""
"1018077-10","","高橋(1)","","33.245147","130.270842","1018077-10","","0","1018077","",""
"1018076-10","","普門寺(1)","","33.245655","130.273292","1018076-10","","0","1018076","",""
"1018085-20","","元小路(2)","","33.24189","130.23767","1018085-20","","0","1018085","",""
"1018086-20","","中副(2)","","33.23952","130.23799","1018086-20","","0","1018086","",""
"1018087-20","","久保田支所前(2)","","33.23375","130.23943","1018087-20","","0","1018087","",""
"1018088-00","","横江","","33.22612","130.24089","1018088-00","","0","1018088","",""
"1018089-20","","久富西(2)","","33.22044","130.24173","1018089-20","","0","1018089","",""
"1011056-10","","くぼた特産物直売所前(1)","","33.22001","130.24435","1011056-10","","0","1011056","",""
"1018089-10","","久富西(1)","","33.22029","130.24165","1018089-10","","0","1018089","",""
"1018087-10","","久保田支所前(1)","","33.23378","130.23935","1018087-10","","0","1018087","",""
"1018086-10","","中副(1)","","33.23941","130.237836","1018086-10","","0","1018086","",""
"1018085-10","","元小路(1)","","33.24169","130.23752","1018085-10","","0","1018085","",""
"1018081-20","","森林公園東(2)","","33.242372","130.251781","1018081-20","","0","1018081","",""
"1018082-20","","森林公園前(2)","","33.242569","130.249887","1018082-20","","0","1018082","",""
"1018083-20","","嘉瀬橋(2)","","33.247333","130.240695","1018083-20","","0","1018083","",""
"1018084-03","","徳万(3)","","33.24794","130.23764","1018084-03","","0","1018084","",""
"1018084-04","","徳万(4)","","33.2478","130.2375","1018084-04","","0","1018084","",""
"1018083-10","","嘉瀬橋(1)","","33.247541","130.24056","1018083-10","","0","1018083","",""
"1018082-10","","森林公園前(1)","","33.242911","130.249199","1018082-10","","0","1018082","",""
"1018081-10","","森林公園東(1)","","33.242462","130.251835","1018081-10","","0","1018081","",""
"1018080-03","","嘉瀬元町(3)","","33.242856","130.256616","1018080-03","","0","1018080","",""
"1065372-00","","諸富ハートフル","","33.22186","130.35483","1065372-00","","0","1065372","",""
"1065375-20","","下早(2)","","33.19881","130.33508","1065375-20","","0","1065375","",""
"1065376-20","","有明漁協東与賀支所前(2)","","33.19952","130.29277","1065376-20","","0","1065376","",""
"1065377-20","","中飯盛(2)","","33.21627","130.28345","1065377-20","","0","1065377","",""
"1065377-10","","中飯盛(1)","","33.21634","130.28352","1065377-10","","0","1065377","",""
"1065376-10","","有明漁協東与賀支所前(1)","","33.19953","130.29295","1065376-10","","0","1065376","",""
"1065375-10","","下早(1)","","33.1989","130.33502","1065375-10","","0","1065375","",""
"1001002-05","","佐賀駅バスセンター(5)","","33.264317","130.299013","1001002-05","","0","1001002","",""
"4014152-05","","徳万(5)","","33.250302","130.235244","4014152-05","","0","4014152","",""
"4014153-20","","久保田宿(2)","","33.249171","130.228323","4014153-20","","0","4014153","",""
"4014154-00","","せとぐち内科前","","33.248699","130.225456","4014154-00","","0","4014154","",""
"4014155-20","","十丁畷手(2)","","33.247256","130.216766","4014155-20","","0","4014155","",""
"4014156-20","","芦刈町分(2)","","33.247135","130.211909","4014156-20","","0","4014156","",""
"4014157-20","","牛津本町(2)","","33.248131","130.208196","4014157-20","","0","4014157","",""
"4014158-20","","牛津駅前(2)","","33.249258","130.200509","4014158-20","","0","4014158","",""
"4014159-00","","牛津新町","","33.24768","130.195366","4014159-00","","0","4014159","",""
"4014160-20","","砥川町(2)","","33.24524","130.189472","4014160-20","","0","4014160","",""
"4014161-20","","砥川新宿(2)","","33.24093","130.184864","4014161-20","","0","4014161","",""
"4014162-20","","砥川小学校前(2)","","33.232547","130.181204","4014162-20","","0","4014162","",""
"4014163-20","","蒲原(2)","","33.226627","130.179181","4014163-20","","0","4014163","",""
"4014164-20","","佐留志(2)","","33.221387","130.170831","4014164-20","","0","4014164","",""
"4013125-20","","山口駅前(2)","","33.219636","130.160775","4013125-20","","0","4013125","",""
"4013129-20","","江北役場前(2)","","33.220019","130.157012","4013129-20","","0","4013129","",""
"4013134-20","","経済連センター前(2)","","33.219799","130.146043","4013134-20","","0","4013134","",""
"4013135-03","","杵島商校前(3)","","33.217166","130.136928","4013135-03","","0","4013135","",""
"4028310-20","","ＪＡさが地区中央支所前(2)","","33.214181","130.126624","4028310-20","","0","4028310","",""
"4028311-20","","大町学校前(2)","","33.212634","130.119935","4028311-20","","0","4028311","",""
"4028312-20","","大町役場前(2)","","33.212665","130.116278","4028312-20","","0","4028312","",""
"4028313-20","","大町病院前(2)","","33.212695","130.112848","4028313-20","","0","4028313","",""
"4028314-20","","土場口(2)","","33.21273","130.110898","4028314-20","","0","4028314","",""
"4028315-20","","大町駅前(2)","","33.212741","130.106426","4028315-20","","0","4028315","",""
"4028316-20","","大町幹部派出所前(2)","","33.213668","130.099106","4028316-20","","0","4028316","",""
"4028317-20","","赤坂(2)","","33.215123","130.092313","4028317-20","","0","4028317","",""
"4028318-20","","焼米橋(2)","","33.216015","130.086778","4028318-20","","0","4028318","",""
"4028319-20","","北方駅前(2)","","33.216772","130.082914","4028319-20","","0","4028319","",""
"4028320-20","","リムス前(2)","","33.217158","130.078502","4028320-20","","0","4028320","",""
"4028321-20","","北方ゴルフ場前(2)","","33.219919","130.074174","4028321-20","","0","4028321","",""
"4028322-20","","北方支所前(2)","","33.220269","130.067617","4028322-20","","0","4028322","",""
"4028323-20","","ホームセンターユートク(2)","","33.220051","130.062469","4028323-20","","0","4028323","",""
"3117746-20","","北方大崎(2)","","33.220334","130.055496","3117746-20","","0","3117746","",""
"3117745-20","","武雄北方インター口(2)","","33.214324","130.04914","3117745-20","","0","3117745","",""
"3117744-02","","鳴瀬分道(2)","","33.210454","130.045616","3117744-02","","0","3117744","",""
"3116705-20","","高橋駅前(2)","","33.207914","130.041369","3116705-20","","0","3116705","",""
"3116704-20","","メリーランド前(2)","","33.205972","130.038211","3116704-20","","0","3116704","",""
"3116703-20","","甘久(2)","","33.203562","130.034338","3116703-20","","0","3116703","",""
"3116702-02","","甘久西(2)","","33.201979","130.031689","3116702-02","","0","3116702","",""
"3116701-20","","武雄中学校前(2)","","33.199648","130.02787","3116701-20","","0","3116701","",""
"3116700-20","","武雄温泉駅前(2)","","33.196113","130.022145","3116700-20","","0","3116700","",""
"3116699-20","","温泉入口(2)","","33.193449","130.016521","3116699-20","","0","3116699","",""
"3116698-20","","竹下町(2)","","33.191835","130.013011","3116698-20","","0","3116698","",""
"4028326-20","","下西山(2)","","33.190347","130.012498","4028326-20","","0","4028326","",""
"4028327-00","","下西山車庫","","33.189196","130.01047","4028327-00","","0","4028327","",""
"4028326-10","","下西山(1)","","33.190118","130.012261","4028326-10","","0","4028326","",""
"3116698-10","","竹下町(1)","","33.191905","130.012962","3116698-10","","0","3116698","",""
"3116699-10","","温泉入口(1)","","33.193476","130.016252","3116699-10","","0","3116699","",""
"3116700-10","","武雄温泉駅前(1)","","33.196307","130.022233","3116700-10","","0","3116700","",""
"3116701-10","","武雄中学校前(1)","","33.199679","130.027763","3116701-10","","0","3116701","",""
"3116702-01","","甘久西(1)","","33.202139","130.031755","3116702-01","","0","3116702","",""
"3116703-10","","甘久(1)","","33.204065","130.034822","3116703-10","","0","3116703","",""
"3116704-10","","メリーランド前(1)","","33.205704","130.037519","3116704-10","","0","3116704","",""
"3116705-10","","高橋駅前(1)","","33.208148","130.04159","3116705-10","","0","3116705","",""
"3117744-01","","鳴瀬分道(1)","","33.210317","130.045106","3117744-01","","0","3117744","",""
"3117745-10","","武雄北方インター口(1)","","33.214161","130.0487","3117745-10","","0","3117745","",""
"3117746-10","","北方大崎(1)","","33.22044","130.055585","3117746-10","","0","3117746","",""
"4028323-10","","ホームセンターユートク(1)","","33.220203","130.062231","4028323-10","","0","4028323","",""
"4028322-10","","北方支所前(1)","","33.220445","130.068656","4028322-10","","0","4028322","",""
"4028321-10","","北方ゴルフ場前(1)","","33.22054","130.072596","4028321-10","","0","4028321","",""
"4028320-10","","リムス前(1)","","33.217513","130.078022","4028320-10","","0","4028320","",""
"4028319-10","","北方駅前(1)","","33.216892","130.083012","4028319-10","","0","4028319","",""
"4028318-10","","焼米橋(1)","","33.216128","130.086997","4028318-10","","0","4028318","",""
"4028317-10","","赤坂(1)","","33.215217","130.092364","4028317-10","","0","4028317","",""
"4028316-10","","大町幹部派出所前(1)","","33.21368","130.09947","4028316-10","","0","4028316","",""
"4028315-10","","大町駅前(1)","","33.212879","130.106046","4028315-10","","0","4028315","",""
"4028314-10","","土場口(1)","","33.212837","130.109388","4028314-10","","0","4028314","",""
"4028313-10","","大町病院前(1)","","33.212809","130.113131","4028313-10","","0","4028313","",""
"4028312-10","","大町役場前(1)","","33.212766","130.116559","4028312-10","","0","4028312","",""
"4028311-10","","大町学校前(1)","","33.212731","130.119829","4028311-10","","0","4028311","",""
"4028310-10","","ＪＡさが地区中央支所前(1)","","33.214268","130.126557","4028310-10","","0","4028310","",""
"4013135-02","","杵島商校前(2)","","33.217969","130.139126","4013135-02","","0","4013135","",""
"4013134-10","","経済連センター前(1)","","33.219939","130.145858","4013134-10","","0","4013134","",""
"4013129-10","","江北役場前(1)","","33.220113","130.157237","4013129-10","","0","4013129","",""
"4013125-10","","山口駅前(1)","","33.219759","130.160687","4013125-10","","0","4013125","",""
"4014164-10","","佐留志(1)","","33.221233","130.17046","4014164-10","","0","4014164","",""
"4014163-10","","蒲原(1)","","33.226833","130.178981","4014163-10","","0","4014163","",""
"4014162-10","","砥川小学校前(1)","","33.23273","130.180952","4014162-10","","0","4014162","",""
"4014161-10","","砥川新宿(1)","","33.240956","130.184534","4014161-10","","0","4014161","",""
"4014160-10","","砥川町(1)","","33.245569","130.189491","4014160-10","","0","4014160","",""
"4014158-10","","牛津駅前(1)","","33.249795","130.201737","4014158-10","","0","4014158","",""
"4014157-10","","牛津本町(1)","","33.247808","130.208938","4014157-10","","0","4014157","",""
"4014156-10","","芦刈町分(1)","","33.247238","130.21139","4014156-10","","0","4014156","",""
"4014155-10","","十丁畷手(1)","","33.247382","130.216573","4014155-10","","0","4014155","",""
"4014153-10","","久保田宿(1)","","33.249038","130.226952","4014153-10","","0","4014153","",""
"4014152-06","","徳万(6)","","33.250395","130.235052","4014152-06","","0","4014152","",""
"1001002-09","","佐賀駅バスセンター(9)","","33.264663","130.299455","1001002-09","","0","1001002","",""
"4015165-20","","江北学校入口(2)","","33.214375","130.154735","4015165-20","","0","4015165","",""
"4015166-20","","千反松(2)","","33.206678","130.150201","4015166-20","","0","4015166","",""
"4015167-20","","八丁(2)","","33.200663","130.146245","4015167-20","","0","4015167","",""
"4015168-20","","下小田(2)","","33.197721","130.142883","4015168-20","","0","4015168","",""
"4015169-20","","六角橋(2)","","33.19427","130.140915","4015169-20","","0","4015169","",""
"4015170-20","","白石(2)","","33.187163","130.141143","4015170-20","","0","4015170","",""
"4015171-20","","白石中町(2)","","33.183035","130.14035","4015171-20","","0","4015171","",""
"4015172-20","","廿治町(2)","","33.179196","130.139408","4015172-20","","0","4015172","",""
"4015173-20","","白石中学校前(2)","","33.174013","130.137602","4015173-20","","0","4015173","",""
"4015174-20","","干拓道(2)","","33.169765","130.135755","4015174-20","","0","4015174","",""
